"NAME","LATITUDE","LONGITUDE","CityName"
"Kilometro 43 Bocas De Guanapalo (Miramar) - Bocas De La Hermosa",5.277833,-70.699574,"Santa Rosalia"
"Kilometro 44 Bocas De Guanapalo (Miramar) - Bocas De La Hermosa",5.283315,-70.694146,"Santa Rosalia"
"Kilometro 45 Bocas De Guanapalo (Miramar) - Bocas De La Hermosa",5.290813,-70.691833,"Santa Rosalia"
"Kilometro 46 Bocas De Guanapalo (Miramar) - Bocas De La Hermosa",5.298616,-70.685698,"Santa Rosalia"
"Kilometro 46 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.304592,-70.680652,"Santa Rosalia"
"Kilometro 45 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.312129,-70.68004,"Trinidad"
"Kilometro 44 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.321073,-70.683786,"Trinidad"
"Kilometro 43 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.329408,-70.684436,"Trinidad"
"Kilometro 42 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.33763,-70.678969,"Trinidad"
"Kilometro 41 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.346499,-70.678778,"Santa Rosalia"
"Kilometro 40 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.35434,-70.682601,"Santa Rosalia"
"Kilometro 39 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.361267,-70.6865,"Trinidad"
"Kilometro 38 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.369184,-70.687724,"Santa Rosalia"
"Kilometro 37 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.377405,-70.68046,"Santa Rosalia"
"Kilometro 36 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.378721,-70.673125,"Santa Rosalia"
"Kilometro 35 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.379877,-70.661729,"Santa Rosalia"
"Kilometro 34 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.384406,-70.655881,"Santa Rosalia"
"Kilometro 33 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.390191,-70.649191,"Trinidad"
"Kilometro 32 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.390686,-70.640208,"La Primavera"
"Kilometro 31 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.389658,-70.633327,"La Primavera"
"Kilometro 30 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.395367,-70.624306,"La Primavera"
"Kilometro 29 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.402218,-70.617119,"La Primavera"
"Kilometro 28 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.408611,-70.612685,"Trinidad"
"Kilometro 27 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.415538,-70.60718,"Trinidad"
"Kilometro 26 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.418811,-70.599229,"Trinidad"
"Kilometro 25 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.418887,-70.592501,"La Primavera"
"Kilometro 24 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.419572,-70.582715,"La Primavera"
"Kilometro 23 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.42254,-70.571706,"La Primavera"
"Kilometro 22 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.429086,-70.567883,"La Primavera"
"Kilometro 21 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.434718,-70.563984,"La Primavera"
"Kilometro 20 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.439894,-70.556568,"La Primavera"
"Kilometro 19 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.448571,-70.553815,"La Primavera"
"Kilometro 18 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.457857,-70.548464,"Paz De Ariporo"
"Kilometro 17 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.462424,-70.542883,"Paz De Ariporo"
"Kilometro 16 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.467828,-70.534396,"Paz De Ariporo"
"Kilometro 15 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.471558,-70.52247,"Paz De Ariporo"
"Kilometro 14 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.472699,-70.516048,"La Primavera"
"Kilometro 13 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.476733,-70.508556,"La Primavera"
"Kilometro 12 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.484953,-70.502898,"La Primavera"
"Kilometro 11 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.491652,-70.498464,"La Primavera"
"Kilometro 10 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.49736,-70.491659,"La Primavera"
"Kilometro 9 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.504896,-70.48562,"Paz De Ariporo"
"Kilometro 8 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.509311,-70.481262,"Paz De Ariporo"
"Kilometro 7 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.514105,-70.47224,"Paz De Ariporo"
"Kilometro 6 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.518901,-70.463448,"Paz De Ariporo"
"Kilometro 5 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.520043,-70.456644,"La Primavera"
"Kilometro 4 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.519891,-70.447852,"La Primavera"
"Kilometro 3 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.521261,-70.438524,"La Primavera"
"Kilometro 2 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.527959,-70.431032,"La Primavera"
"Kilometro 1 Bocas De La Hermosa - Bocas De Guanapalo (Miramar)",5.534581,-70.427056,"Paz De Ariporo"
"Kilometro 1 Bocas De La Hermosa - Santa Barbara",5.541355,-70.423692,"Paz De Ariporo"
"Kilometro 2 Bocas De La Hermosa - Santa Barbara",5.549956,-70.416735,"Paz De Ariporo"
"Kilometro 3 Bocas De La Hermosa - Santa Barbara",5.557035,-70.408172,"Paz De Ariporo"
"Kilometro 4 Bocas De La Hermosa - Santa Barbara",5.559851,-70.402744,"Paz De Ariporo"
"Kilometro 5 Bocas De La Hermosa - Santa Barbara",5.562439,-70.394946,"Paz De Ariporo"
"Kilometro 6 Bocas De La Hermosa - Santa Barbara",5.564875,-70.38623,"Paz De Ariporo"
"Kilometro 7 Bocas De La Hermosa - Santa Barbara",5.563519,-70.376324,"Paz De Ariporo"
"Kilometro 8 Bocas De La Hermosa - Santa Barbara",5.562293,-70.367373,"La Primavera"
"Kilometro 9 Bocas De La Hermosa - Santa Barbara",5.560003,-70.359701,"La Primavera"
"Kilometro 10 Bocas De La Hermosa - Santa Barbara",5.554067,-70.351521,"La Primavera"
"Kilometro 11 Bocas De La Hermosa - Santa Barbara",5.558938,-70.344487,"La Primavera"
"Kilometro 12 Bocas De La Hermosa - Santa Barbara",5.56441,-70.332331,"La Primavera"
"Kilometro 13 Bocas De La Hermosa - Santa Barbara",5.561975,-70.327438,"La Primavera"
"Kilometro 14 Bocas De La Hermosa - Santa Barbara",5.556952,-70.320404,"La Primavera"
"Kilometro 15 Bocas De La Hermosa - Santa Barbara",5.556648,-70.31597,"La Primavera"
"Kilometro 16 Bocas De La Hermosa - Santa Barbara",5.56578,-70.309243,"La Primavera"
"Kilometro 17 Bocas De La Hermosa - Santa Barbara",5.57279,-70.301284,"Paz De Ariporo"
"Kilometro 18 Bocas De La Hermosa - Santa Barbara",5.580999,-70.291964,"Paz De Ariporo"
"Kilometro 19 Bocas De La Hermosa - Santa Barbara",5.578868,-70.286001,"Paz De Ariporo"
"Kilometro 20 Bocas De La Hermosa - Santa Barbara",5.573226,-70.280394,"Paz De Ariporo"
"Kilometro 21 Bocas De La Hermosa - Santa Barbara",5.567073,-70.274915,"Paz De Ariporo"
"Kilometro 22 Bocas De La Hermosa - Santa Barbara",5.563116,-70.266276,"Paz De Ariporo"
"Kilometro 23 Bocas De La Hermosa - Santa Barbara",5.566236,-70.259242,"Paz De Ariporo"
"Kilometro 24 Bocas De La Hermosa - Santa Barbara",5.571107,-70.250985,"Paz De Ariporo"
"Kilometro 25 Bocas De La Hermosa - Santa Barbara",5.571017,-70.241949,"Paz De Ariporo"
"Kilometro 26 Bocas De La Hermosa - Santa Barbara",5.570041,-70.23516,"Paz De Ariporo"
"Kilometro 27 Bocas De La Hermosa - Santa Barbara",5.569889,-70.225373,"La Primavera"
"Kilometro 28 Bocas De La Hermosa - Santa Barbara",5.577042,-70.215358,"La Primavera"
"Kilometro 29 Bocas De La Hermosa - Santa Barbara",5.583206,-70.211688,"La Primavera"
"Kilometro 30 Bocas De La Hermosa - Santa Barbara",5.590587,-70.205572,"La Primavera"
"Kilometro 31 Bocas De La Hermosa - Santa Barbara",5.591728,-70.198921,"La Primavera"
"Kilometro 32 Bocas De La Hermosa - Santa Barbara",5.594803,-70.189269,"La Primavera"
"Kilometro 33 Bocas De La Hermosa - Santa Barbara",5.596978,-70.182254,"La Primavera"
"Kilometro 33 Santa Barbara - Bocas De La Hermosa",5.601696,-70.17178,"La Primavera"
"Kilometro 32 Santa Barbara - Bocas De La Hermosa",5.607479,-70.165587,"Paz De Ariporo"
"Kilometro 31 Santa Barbara - Bocas De La Hermosa",5.610826,-70.158936,"Paz De Ariporo"
"Kilometro 30 Santa Barbara - Bocas De La Hermosa",5.616327,-70.150302,"Paz De Ariporo"
"Kilometro 29 Santa Barbara - Bocas De La Hermosa",5.62049,-70.143416,"Paz De Ariporo"
"Kilometro 28 Santa Barbara - Bocas De La Hermosa",5.625436,-70.135082,"Paz De Ariporo"
"Kilometro 27 Santa Barbara - Bocas De La Hermosa",5.629619,-70.12457,"Paz De Ariporo"
"Kilometro 26 Santa Barbara - Bocas De La Hermosa",5.636771,-70.122047,"Paz De Ariporo"
"Kilometro 25 Santa Barbara - Bocas De La Hermosa",5.6475,-70.120059,"Paz De Ariporo"
"Kilometro 24 Santa Barbara - Bocas De La Hermosa",5.652749,-70.116848,"Paz De Ariporo"
"Kilometro 23 Santa Barbara - Bocas De La Hermosa",5.657162,-70.112108,"Paz De Ariporo"
"Kilometro 22 Santa Barbara - Bocas De La Hermosa",5.662031,-70.104769,"Paz De Ariporo"
"Kilometro 21 Santa Barbara - Bocas De La Hermosa",5.667509,-70.094218,"La Primavera"
"Kilometro 20 Santa Barbara - Bocas De La Hermosa",5.674052,-70.089248,"Paz De Ariporo"
"Kilometro 19 Santa Barbara - Bocas De La Hermosa",5.680748,-70.082292,"Paz De Ariporo"
"Kilometro 18 Santa Barbara - Bocas De La Hermosa",5.687595,-70.076787,"Paz De Ariporo"
"Kilometro 17 Santa Barbara - Bocas De La Hermosa",5.694785,-70.071388,"Paz De Ariporo"
"Kilometro 16 Santa Barbara - Bocas De La Hermosa",5.701989,-70.065978,"Paz De Ariporo"
"Kilometro 15 Santa Barbara - Bocas De La Hermosa",5.709193,-70.060568,"Paz De Ariporo"
"Kilometro 14 Santa Barbara - Bocas De La Hermosa",5.715289,-70.055992,"Paz De Ariporo"
"Kilometro 13 Santa Barbara - Bocas De La Hermosa",5.724539,-70.051263,"Paz De Ariporo"
"Kilometro 12 Santa Barbara - Bocas De La Hermosa",5.732636,-70.047123,"Paz De Ariporo"
"Kilometro 11 Santa Barbara - Bocas De La Hermosa",5.739027,-70.041313,"Paz De Ariporo"
"Kilometro 10 Santa Barbara - Bocas De La Hermosa",5.7477,-70.039631,"Paz De Ariporo"
"Kilometro 9 Santa Barbara - Bocas De La Hermosa",5.757011,-70.042498,"Paz De Ariporo"
"Kilometro 8 Santa Barbara - Bocas De La Hermosa",5.763059,-70.041045,"Paz De Ariporo"
"Kilometro 7 Santa Barbara - Bocas De La Hermosa",5.766787,-70.035846,"Paz De Ariporo"
"Kilometro 6 Santa Barbara - Bocas De La Hermosa",5.772149,-70.024684,"Paz De Ariporo"
"Kilometro 5 Santa Barbara - Bocas De La Hermosa",5.774774,-70.018874,"Paz De Ariporo"
"Kilometro 4 Santa Barbara - Bocas De La Hermosa",5.782303,-70.007481,"Paz De Ariporo"
"Kilometro 3 Santa Barbara - Bocas De La Hermosa",5.784319,-69.998001,"La Primavera"
"Kilometro 2 Santa Barbara - Bocas De La Hermosa",5.786868,-69.992764,"La Primavera"
"Kilometro 1 Santa Barbara - Bocas De La Hermosa",5.794474,-69.987642,"La Primavera"
"Kilometro 1 Santa Barbara - La Venturosa",5.800788,-69.984202,"La Primavera"
"Kilometro 2 Santa Barbara - La Venturosa",5.809991,-69.97736,"La Primavera"
"Kilometro 3 Santa Barbara - La Venturosa",5.817293,-69.974531,"La Primavera"
"Kilometro 4 Santa Barbara - La Venturosa",5.82893,-69.969638,"La Primavera"
"Kilometro 5 Santa Barbara - La Venturosa",5.832429,-69.968491,"La Primavera"
"Kilometro 6 Santa Barbara - La Venturosa",5.84399,-69.970135,"Paz De Ariporo"
"Kilometro 7 Santa Barbara - La Venturosa",5.854752,-69.971434,"Paz De Ariporo"
"Kilometro 8 Santa Barbara - La Venturosa",5.863157,-69.970249,"Paz De Ariporo"
"Kilometro 9 Santa Barbara - La Venturosa",5.870457,-69.967612,"Paz De Ariporo"
"Kilometro 10 Santa Barbara - La Venturosa",5.874108,-69.958896,"Paz De Ariporo"
"Kilometro 11 Santa Barbara - La Venturosa",5.872131,-69.947275,"La Primavera"
"Kilometro 12 Santa Barbara - La Venturosa",5.871522,-69.938101,"La Primavera"
"Kilometro 13 Santa Barbara - La Venturosa",5.872434,-69.931144,"La Primavera"
"Kilometro 14 Santa Barbara - La Venturosa",5.875173,-69.924339,"La Primavera"
"Kilometro 15 Santa Barbara - La Venturosa",5.883006,-69.922046,"La Primavera"
"Kilometro 16 Santa Barbara - La Venturosa",5.896316,-69.926021,"La Primavera"
"Kilometro 17 Santa Barbara - La Venturosa",5.901487,-69.928085,"La Primavera"
"Kilometro 18 Santa Barbara - La Venturosa",5.908483,-69.929767,"La Primavera"
"Kilometro 19 Santa Barbara - La Venturosa",5.916848,-69.929385,"Paz De Ariporo"
"Kilometro 20 Santa Barbara - La Venturosa",5.925822,-69.924798,"Paz De Ariporo"
"Kilometro 21 Santa Barbara - La Venturosa",5.930841,-69.915853,"Paz De Ariporo"
"Kilometro 22 Santa Barbara - La Venturosa",5.931906,-69.908972,"Paz De Ariporo"
"Kilometro 23 Santa Barbara - La Venturosa",5.931906,-69.898269,"La Primavera"
"Kilometro 24 Santa Barbara - La Venturosa",5.935556,-69.891005,"La Primavera"
"Kilometro 25 Santa Barbara - La Venturosa",5.941183,-69.884813,"La Primavera"
"Kilometro 26 Santa Barbara - La Venturosa",5.947419,-69.879614,"La Primavera"
"Kilometro 27 Santa Barbara - La Venturosa",5.956621,-69.87839,"La Primavera"
"Kilometro 28 Santa Barbara - La Venturosa",5.965062,-69.87992,"La Primavera"
"Kilometro 29 Santa Barbara - La Venturosa",5.97434,-69.878696,"Paz De Ariporo"
"Kilometro 30 Santa Barbara - La Venturosa",5.983389,-69.876021,"Paz De Ariporo"
"Kilometro 31 Santa Barbara - La Venturosa",5.992287,-69.872963,"La Primavera"
"Kilometro 32 Santa Barbara - La Venturosa",6.00126,-69.871663,"Paz De Ariporo"
"Kilometro 33 Santa Barbara - La Venturosa",6.009854,-69.868222,"Paz De Ariporo"
"Kilometro 34 Santa Barbara - La Venturosa",6.018067,-69.862947,"Paz De Ariporo"
"Kilometro 35 Santa Barbara - La Venturosa",6.02415,-69.85729,"Paz De Ariporo"
"Kilometro 36 Santa Barbara - La Venturosa",6.028333,-69.848497,"Paz De Ariporo"
"Kilometro 37 Santa Barbara - La Venturosa",6.03244,-69.840393,"Paz De Ariporo"
"Kilometro 38 Santa Barbara - La Venturosa",6.035481,-69.831219,"La Primavera"
"Kilometro 39 Santa Barbara - La Venturosa",6.03974,-69.823956,"La Primavera"
"Kilometro 40 Santa Barbara - La Venturosa",6.046052,-69.818528,"La Primavera"
"Kilometro 41 Santa Barbara - La Venturosa",6.053124,-69.812641,"Cravo Norte"
"Kilometro 42 Santa Barbara - La Venturosa",6.058371,-69.80576,"Cravo Norte"
"Kilometro 43 Santa Barbara - La Venturosa",6.061712,-69.796567,"Cravo Norte"
"Kilometro 44 Santa Barbara - La Venturosa",6.062012,-69.789743,"Cravo Norte"
"Kilometro 45 Santa Barbara - La Venturosa",6.062088,-69.780034,"Cravo Norte"
"Kilometro 46 Santa Barbara - La Venturosa",6.062316,-69.771318,"Cravo Norte"
"Kilometro 47 Santa Barbara - La Venturosa",6.056499,-69.764705,"Cravo Norte"
"Kilometro 48 Santa Barbara - La Venturosa",6.050607,-69.755912,"Cravo Norte"
"Kilometro 49 Santa Barbara - La Venturosa",6.047453,-69.748822,"Cravo Norte"
"Kilometro 50 Santa Barbara - La Venturosa",6.043556,-69.742018,"La Primavera"
"Kilometro 51 Santa Barbara - La Venturosa",6.039317,-69.733092,"La Primavera"
"Kilometro 52 Santa Barbara - La Venturosa",6.037835,-69.723841,"La Primavera"
"Kilometro 53 Santa Barbara - La Venturosa",6.036732,-69.714666,"La Primavera"
"Kilometro 54 Santa Barbara - La Venturosa",6.033425,-69.70878,"La Primavera"
"Kilometro 55 Santa Barbara - La Venturosa",6.028521,-69.703045,"La Primavera"
"Kilometro 56 Santa Barbara - La Venturosa",6.030992,-69.690813,"La Primavera"
"Kilometro 57 Santa Barbara - La Venturosa",6.032741,-69.682327,"La Primavera"
"Kilometro 58 Santa Barbara - La Venturosa",6.033197,-69.673229,"La Primavera"
"Kilometro 59 Santa Barbara - La Venturosa",6.031144,-69.662526,"La Primavera"
"Kilometro 60 Santa Barbara - La Venturosa",6.031981,-69.655415,"La Primavera"
"Kilometro 61 Santa Barbara - La Venturosa",6.03677,-69.646623,"La Primavera"
"Kilometro 62 Santa Barbara - La Venturosa",6.039736,-69.638825,"La Primavera"
"Kilometro 63 Santa Barbara - La Venturosa",6.039888,-69.63225,"La Primavera"
"Kilometro 64 Santa Barbara - La Venturosa",6.04004,-69.619635,"La Primavera"
"Kilometro 65 Santa Barbara - La Venturosa",6.039584,-69.612067,"La Primavera"
"Kilometro 66 Santa Barbara - La Venturosa",6.037683,-69.60465,"La Primavera"
"Kilometro 67 Santa Barbara - La Venturosa",6.031373,-69.594177,"La Primavera"
"Kilometro 68 Santa Barbara - La Venturosa",6.026506,-69.587219,"La Primavera"
"Kilometro 69 Santa Barbara - La Venturosa",6.025434,-69.580281,"La Primavera"
"Kilometro 70 Santa Barbara - La Venturosa",6.025822,-69.571393,"La Primavera"
"Kilometro 71 Santa Barbara - La Venturosa",6.026811,-69.562066,"La Primavera"
"Kilometro 72 Santa Barbara - La Venturosa",6.029776,-69.553656,"La Primavera"
"Kilometro 73 Santa Barbara - La Venturosa",6.031677,-69.545094,"La Primavera"
"Kilometro 74 Santa Barbara - La Venturosa",6.037911,-69.535996,"La Primavera"
"Kilometro 75 Santa Barbara - La Venturosa",6.043385,-69.529498,"La Primavera"
"Kilometro 76 Santa Barbara - La Venturosa",6.049239,-69.523075,"La Primavera"
"Kilometro 77 Santa Barbara - La Venturosa",6.054504,-69.517447,"Cravo Norte"
"Kilometro 78 Santa Barbara - La Venturosa",6.059351,-69.509772,"Cravo Norte"
"Kilometro 79 Santa Barbara - La Venturosa",6.063609,-69.501133,"Cravo Norte"
"Kilometro 80 Santa Barbara - La Venturosa",6.067182,-69.492111,"Cravo Norte"
"Kilometro 81 Santa Barbara - La Venturosa",6.067563,-69.485307,"La Primavera"
"Kilometro 82 Santa Barbara - La Venturosa",6.068323,-69.476133,"La Primavera"
"Kilometro 83 Santa Barbara - La Venturosa",6.071364,-69.467417,"La Primavera"
"Kilometro 84 Santa Barbara - La Venturosa",6.076534,-69.456255,"La Primavera"
"Kilometro 85 Santa Barbara - La Venturosa",6.079455,-69.451332,"La Primavera"
"Kilometro 86 Santa Barbara - La Venturosa",6.083376,-69.444481,"La Primavera"
"Kilometro 87 Santa Barbara - La Venturosa",6.086494,-69.435612,"La Primavera"
"Kilometro 88 Santa Barbara - La Venturosa",6.092624,-69.428436,"La Primavera"
"Kilometro 89 Santa Barbara - La Venturosa",6.098963,-69.422463,"La Primavera"
"Kilometro 90 Santa Barbara - La Venturosa",6.100717,-69.413441,"La Primavera"
"Kilometro 89 La Venturosa - Santa Barbara",6.100565,-69.403885,"La Primavera"
"Kilometro 88 La Venturosa - Santa Barbara",6.101629,-69.397922,"La Primavera"
"Kilometro 87 La Venturosa - Santa Barbara",6.107559,-69.390505,"La Primavera"
"Kilometro 86 La Venturosa - Santa Barbara",6.114851,-69.383077,"La Primavera"
"Kilometro 85 La Venturosa - Santa Barbara",6.11805,-69.379573,"La Primavera"
"Kilometro 84 La Venturosa - Santa Barbara",6.127249,-69.373686,"La Primavera"
"Kilometro 83 La Venturosa - Santa Barbara",6.137359,-69.365009,""
"Kilometro 82 La Venturosa - Santa Barbara",6.142756,-69.355375,""
"Kilometro 81 La Venturosa - Santa Barbara",6.144428,-69.349832,""
"Kilometro 80 La Venturosa - Santa Barbara",6.138765,-69.344404,""
"Kilometro 79 La Venturosa - Santa Barbara",6.130365,-69.342799,"La Primavera"
"Kilometro 78 La Venturosa - Santa Barbara",6.120863,-69.339549,"La Primavera"
"Kilometro 77 La Venturosa - Santa Barbara",6.114174,-69.333969,"La Primavera"
"Kilometro 76 La Venturosa - Santa Barbara",6.107903,-69.327202,"La Primavera"
"Kilometro 75 La Venturosa - Santa Barbara",6.101479,-69.320283,"La Primavera"
"Kilometro 74 La Venturosa - Santa Barbara",6.096919,-69.315849,"La Primavera"
"Kilometro 73 La Venturosa - Santa Barbara",6.089925,-69.311032,""
"Kilometro 72 La Venturosa - Santa Barbara",6.081487,-69.304534,""
"Kilometro 71 La Venturosa - Santa Barbara",6.073442,-69.300114,"La Primavera"
"Kilometro 70 La Venturosa - Santa Barbara",6.067079,-69.29643,"La Primavera"
"Kilometro 69 La Venturosa - Santa Barbara",6.060123,-69.291346,"La Primavera"
"Kilometro 68 La Venturosa - Santa Barbara",6.057235,-69.284618,"La Primavera"
"Kilometro 67 La Venturosa - Santa Barbara",6.055866,-69.271162,"La Primavera"
"Kilometro 66 La Venturosa - Santa Barbara",6.055562,-69.263976,"La Primavera"
"Kilometro 65 La Venturosa - Santa Barbara",6.056626,-69.254036,"La Primavera"
"Kilometro 64 La Venturosa - Santa Barbara",6.061035,-69.245091,"La Primavera"
"Kilometro 63 La Venturosa - Santa Barbara",6.068486,-69.236147,"La Primavera"
"Kilometro 62 La Venturosa - Santa Barbara",6.074111,-69.231789,"La Primavera"
"Kilometro 61 La Venturosa - Santa Barbara",6.07989,-69.229419,"La Primavera"
"Kilometro 60 La Venturosa - Santa Barbara",6.086655,-69.224679,""
"Kilometro 59 La Venturosa - Santa Barbara",6.09479,-69.216804,""
"Kilometro 58 La Venturosa - Santa Barbara",6.106346,-69.212905,""
"Kilometro 57 La Venturosa - Santa Barbara",6.110905,-69.210712,""
"Kilometro 56 La Venturosa - Santa Barbara",6.119018,-69.20681,""
"Kilometro 55 La Venturosa - Santa Barbara",6.125427,-69.202736,""
"Kilometro 54 La Venturosa - Santa Barbara",6.132118,-69.193868,"La Primavera"
"Kilometro 53 La Venturosa - Santa Barbara",6.135919,-69.185687,"La Primavera"
"Kilometro 52 La Venturosa - Santa Barbara",6.137668,-69.176284,"La Primavera"
"Kilometro 51 La Venturosa - Santa Barbara",6.139188,-69.167339,"La Primavera"
"Kilometro 50 La Venturosa - Santa Barbara",6.139188,-69.159388,"La Primavera"
"Kilometro 49 La Venturosa - Santa Barbara",6.140861,-69.153118,"La Primavera"
"Kilometro 48 La Venturosa - Santa Barbara",6.146638,-69.145244,"La Primavera"
"Kilometro 47 La Venturosa - Santa Barbara",6.157586,-69.144097,"La Primavera"
"Kilometro 46 La Venturosa - Santa Barbara",6.1642,-69.142339,"La Primavera"
"Kilometro 45 La Venturosa - Santa Barbara",6.172715,-69.138975,"La Primavera"
"Kilometro 44 La Venturosa - Santa Barbara",6.179785,-69.135229,"La Primavera"
"Kilometro 43 La Venturosa - Santa Barbara",6.183662,-69.128042,"La Primavera"
"Kilometro 42 La Venturosa - Santa Barbara",6.184651,-69.118103,"La Primavera"
"Kilometro 41 La Venturosa - Santa Barbara",6.185259,-69.109999,"La Primavera"
"Kilometro 40 La Venturosa - Santa Barbara",6.189972,-69.100442,"La Primavera"
"Kilometro 39 La Venturosa - Santa Barbara",6.199323,-69.095167,"La Primavera"
"Kilometro 38 La Venturosa - Santa Barbara",6.205177,-69.091192,"La Primavera"
"Kilometro 37 La Venturosa - Santa Barbara",6.209738,-69.08324,"La Primavera"
"Kilometro 36 La Venturosa - Santa Barbara",6.211715,-69.075137,""
"Kilometro 35 La Venturosa - Santa Barbara",6.213996,-69.065962,""
"Kilometro 34 La Venturosa - Santa Barbara",6.215668,-69.060916,""
"Kilometro 33 La Venturosa - Santa Barbara",6.223042,-69.05006,""
"Kilometro 32 La Venturosa - Santa Barbara",6.224411,-69.042567,""
"Kilometro 31 La Venturosa - Santa Barbara",6.221142,-69.035381,""
"Kilometro 30 La Venturosa - Santa Barbara",6.21392,-69.028959,""
"Kilometro 29 La Venturosa - Santa Barbara",6.205101,-69.021696,""
"Kilometro 28 La Venturosa - Santa Barbara",6.198335,-69.01535,""
"Kilometro 27 La Venturosa - Santa Barbara",6.195142,-69.010457,"La Primavera"
"Kilometro 26 La Venturosa - Santa Barbara",6.193469,-69.000977,"La Primavera"
"Kilometro 25 La Venturosa - Santa Barbara",6.192405,-68.991038,"La Primavera"
"Kilometro 24 La Venturosa - Santa Barbara",6.191341,-68.984004,"La Primavera"
"Kilometro 23 La Venturosa - Santa Barbara",6.191721,-68.972536,"La Primavera"
"Kilometro 22 La Venturosa - Santa Barbara",6.18982,-68.965044,"La Primavera"
"Kilometro 21 La Venturosa - Santa Barbara",6.187995,-68.957551,""
"Kilometro 20 La Venturosa - Santa Barbara",6.183814,-68.94853,""
"Kilometro 19 La Venturosa - Santa Barbara",6.178264,-68.939661,""
"Kilometro 18 La Venturosa - Santa Barbara",6.172562,-68.932322,""
"Kilometro 17 La Venturosa - Santa Barbara",6.16975,-68.9259,""
"Kilometro 16 La Venturosa - Santa Barbara",6.169609,-68.911909,"La Primavera"
"Kilometro 15 La Venturosa - Santa Barbara",6.171053,-68.905869,"La Primavera"
"Kilometro 14 La Venturosa - Santa Barbara",6.170673,-68.89723,"La Primavera"
"Kilometro 13 La Venturosa - Santa Barbara",6.170217,-68.889585,"La Primavera"
"Kilometro 12 La Venturosa - Santa Barbara",6.171281,-68.881022,"La Primavera"
"Kilometro 11 La Venturosa - Santa Barbara",6.176905,-68.87093,"La Primavera"
"Kilometro 10 La Venturosa - Santa Barbara",6.181162,-68.863667,""
"Kilometro 9 La Venturosa - Santa Barbara",6.182824,-68.855654,""
"Kilometro 8 La Venturosa - Santa Barbara",6.183594,-68.843713,""
"Kilometro 7 La Venturosa - Santa Barbara",6.183204,-68.8376,""
"Kilometro 6 La Venturosa - Santa Barbara",6.182834,-68.831786,""
"Kilometro 5 La Venturosa - Santa Barbara",6.180706,-68.822306,""
"Kilometro 4 La Venturosa - Santa Barbara",6.177817,-68.812444,""
"Kilometro 3 La Venturosa - Santa Barbara",6.173638,-68.805219,""
"Kilometro 2 La Venturosa - Santa Barbara",6.166569,-68.797497,""
"Kilometro 1 La Venturosa - Santa Barbara",6.160868,-68.790272,""
"Kilometro 1 La Venturosa - Las Varas",6.155471,-68.784194,"Puerto Carreño"
