"NAME","LATITUDE","LONGITUDE","CityName"
"Kilometro 8 El Tigre - Bocas Del Pauto",5.20473,-71.33977,"San Luis De Palenque"
"Kilometro 13 El Tigre - Bocas Del Pauto",5.24537,-71.32264,"San Luis De Palenque"
"Kilometro 5 Matapalama - Via El Mediano",5.059881,-71.243243,"San Luis De Palenque"
"Pozo Morichal 6",5.265116,-72.270037,"Yopal"
"Pozo Morichal 1",5.265664,-72.273583,"Yopal"
"Pozo Estacion Caño Gandul",5.175589,-71.140793,"San Luis De Palenque"
"Estacion Sirenas",5.2911,-71.26692,"Trinidad"
"San Luis",5.301416,-71.272572,"Trinidad"
"Via San Luis",5.298455,-71.274209,"Trinidad"
"Entrada Pozos Gloria Norte 3, 4 y6",5.160575,-72.265228,"Yopal"
"Via Estacion Gloria Norte",5.157035,-72.272085,"Yopal"
"Estacion Gloria Norte",5.154675,-72.278494,"Yopal"
"Kilometro 1 Yopal - Pozos Morichal",5.322865,-72.376782,"Yopal"
"Kilometro 2 Yopal - Pozos Morichal",5.317062,-72.370148,"Yopal"
"Kilometro 3 Yopal - Pozos Morichal",5.314361,-72.361607,"Yopal"
"Kilometro 4 Yopal - Pozos Morichal",5.31027,-72.358572,"Yopal"
"Kilometro 5 Yopal - Pozos Morichal",5.304066,-72.352154,"Yopal"
"Kilometro 6 Yopal - Pozos Morichal",5.297895,-72.344113,"Yopal"
"Kilometro 7 Yopal - Pozos Morichal",5.289732,-72.333622,"Yopal"
"Kilometro 8 Yopal - Pozos Morichal",5.28663,-72.32997,"Yopal"
"Kilometro 8 Pozos Morichal - Yopal",5.281496,-72.32245,"Yopal"
"Kilometro 7 Pozos Morichal - Yopal",5.279784,-72.314607,"Yopal"
"Kilometro 6 Pozos Morichal - Yopal",5.27465,-72.308215,"Yopal"
"Kilometro 5 Pozos Morichal - Yopal",5.274115,-72.298708,"Yopal"
"Kilometro 4 Pozos Morichal - Yopal",5.26898,-72.290382,"Yopal"
"Kilometro 3 Pozos Morichal - Yopal",5.264595,-72.283238,"Yopal"
"Kilometro 2 Pozos Morichal - Yopal",5.259995,-72.279478,"Yopal"
"Kilometro 1 Pozos Morichal - Yopal",5.259192,-72.271998,"Yopal"
"Kilometro 1 Via Yopal - Estacion Tocaira",5.492899,-72.224379,"Yopal"
"Kilometro 2 Via Yopal - Estacion Tocaira",5.484893,-72.222334,"Yopal"
"Kilometro 3 Via Yopal - Estacion Tocaira",5.476749,-72.218799,"Yopal"
"Kilometro 4 Via Yopal - Estacion Tocaira",5.46813,-72.216456,"Yopal"
"Kilometro 5 Via Yopal - Estacion Tocaira",5.459312,-72.213497,"Yopal"
"Kilometro 6 Via Yopal - Estacion Tocaira",5.451247,-72.214032,"Yopal"
"Kilometro 7 Via Yopal - Estacion Tocaira",5.443063,-72.214072,"Yopal"
"Kilometro 8 Via Yopal - Estacion Tocaira",5.435076,-72.210656,"Yopal"
"Kilometro 9 Via Yopal - Estacion Tocaira",5.427959,-72.203745,"Yopal"
"Kilometro 9 Estacion Tocaira - Via Yopal",5.421633,-72.201918,"Yopal"
"Kilometro 8 Estacion Tocaira - Via Yopal",5.411273,-72.198582,"Yopal"
"Kilometro 7 Estacion Tocaira - Via Yopal",5.404236,-72.194649,"Yopal"
"Kilometro 6 Estacion Tocaira - Via Yopal",5.397593,-72.190876,"Yopal"
"Kilometro 5 Estacion Tocaira - Via Yopal",5.393007,-72.182376,"Yopal"
"Kilometro 4 Estacion Tocaira - Via Yopal",5.386641,-72.173956,"Yopal"
"Kilometro 3 Estacion Tocaira - Via Yopal",5.382596,-72.167413,"Yopal"
"Kilometro 2 Estacion Tocaira - Via Yopal",5.379728,-72.160114,"Yopal"
"Kilometro 1 Estacion Tocaira - Via Yopal",5.369595,-72.159389,"Yopal"
"Entrada Pozo Guarilaque",4.894053,-71.580988,"Orocue"
"Pozo Estacion Guarilaque",4.88784,-71.586747,"Orocue"
"Pozo Guarilaque 9",4.881785,-71.597908,"Orocue"
"Pozo Guarilaque 6 y 7",4.880835,-71.60188,"Orocue"
"Pozo Guarilaque 3",4.875295,-71.605535,"Orocue"
"Pozo Guasar 1",4.907092,-71.56662,"Orocue"
"Pozo Guasar 2 y 3",4.91002,-71.563443,"Orocue"
"Via Pozo sardinas 7 - Pozo Guasar 3",4.918173,-71.555519,"Orocue"
"Via Pozo sardinas 7 - Pozo Guasar 3",4.924391,-71.548991,"Orocue"
"Via Pozo sardinas 7 - Pozo Guasar 3",4.930607,-71.542467,"Orocue"
"Via Pozo sardinas 7 - Pozo Guasar 3",4.938909,-71.533753,"Orocue"
"Via Pozo sardinas 7 - Pozo Guasar 3",4.945162,-71.526762,"Orocue"
"Pozo Sardinas 7",4.949357,-71.522631,"Orocue"
"Via Estacion Sardinas - Pozo sardinas 7",4.954501,-71.518182,"Orocue"
"Via Estacion Sardinas - Pozo sardinas 7",4.965106,-71.515681,"Orocue"
"Via Estacion Sardinas - Pozo sardinas 7",4.97215,-71.511788,"Orocue"
"Via Estacion Sardinas - Pozo sardinas 7",4.978006,-71.508293,"Orocue"
"Kilometro 1 Pozo Estacion Vireo - Pozo Estacion Remache Sur",5.034755,-71.217272,"San Luis De Palenque"
"Kilometro 2 Pozo Estacion Vireo - Pozo Estacion Remache Sur",5.035585,-71.207977,"San Luis De Palenque"
"Kilometro 3 Pozo Estacion Vireo - Pozo Estacion Remache Sur",5.035783,-71.19916,"San Luis De Palenque"
"Kilometro 4 Pozo Estacion Vireo - Pozo Estacion Remache Sur",5.036891,-71.191058,"San Luis De Palenque"
"Kilometro 5 Pozo Estacion Vireo - Pozo Estacion Remache Sur",5.038395,-71.184147,"San Luis De Palenque"
"Kilometro 5 Pozo Estacion Remache Sur - Pozo Estacion Vireo",5.043064,-71.177236,"San Luis De Palenque"
"Kilometro 4 Pozo Estacion Remache Sur - Pozo Estacion Vireo",5.04793,-71.173541,"San Luis De Palenque"
"Kilometro 3 Pozo Estacion Remache Sur - Pozo Estacion Vireo",5.057545,-71.173105,"San Luis De Palenque"
"Kilometro 2 Pozo Estacion Remache Sur - Pozo Estacion Vireo",5.06617,-71.171715,"San Luis De Palenque"
"Kilometro 1 Pozo Estacion Remache Sur - Pozo Estacion Vireo",5.074558,-71.170761,"San Luis De Palenque"
"Kilometro 1 Via Vereda El Convento - Via Pozo estacion Remache",5.202994,-71.33767,"San Luis De Palenque"
"Kilometro 2 Via Vereda El Convento - Via Pozo estacion Remache",5.197515,-71.332606,"San Luis De Palenque"
"Kilometro 3 Via Vereda El Convento - Via Pozo estacion Remache",5.191009,-71.324683,"San Luis De Palenque"
"Kilometro 4 Via Vereda El Convento - Via Pozo estacion Remache",5.186025,-71.319122,"San Luis De Palenque"
"Kilometro 5 Via Vereda El Convento - Via Pozo estacion Remache",5.179102,-71.315229,"San Luis De Palenque"
"Kilometro 6 Via Vereda El Convento - Via Pozo estacion Remache",5.170519,-71.312529,"San Luis De Palenque"
"Kilometro 7 Via Vereda El Convento - Via Pozo estacion Remache",5.163557,-71.309033,"San Luis De Palenque"
"Kilometro 8 Via Vereda El Convento - Via Pozo estacion Remache",5.155211,-71.303353,"San Luis De Palenque"
"Kilometro 9 Via Vereda El Convento - Via Pozo estacion Remache",5.146152,-71.303432,"San Luis De Palenque"
"Kilometro 10 Via Vereda El Convento - Via Pozo estacion Remache",5.136539,-71.303055,"San Luis De Palenque"
"Kilometro 11 Via Pozo estacion Remache - Via Vereda El Convento",5.129062,-71.298885,"San Luis De Palenque"
"Kilometro 10 Via Pozo estacion Remache - Via Vereda El Convento",5.120083,-71.298666,"San Luis De Palenque"
"Kilometro 9 Via Pozo estacion Remache - Via Vereda El Convento",5.110232,-71.296462,"San Luis De Palenque"
"Kilometro 8 Via Pozo estacion Remache - Via Vereda El Convento",5.104081,-71.292212,"San Luis De Palenque"
"Kilometro 7 Via Pozo estacion Remache - Via Vereda El Convento",5.096565,-71.283851,"San Luis De Palenque"
"Kilometro 6 Via Pozo estacion Remache - Via Vereda El Convento",5.09075,-71.280197,"San Luis De Palenque"
"Kilometro 5 Via Pozo estacion Remache - Via Vereda El Convento",5.084814,-71.274445,"San Luis De Palenque"
"Kilometro 4 Via Pozo estacion Remache - Via Vereda El Convento",5.077615,-71.266851,"San Luis De Palenque"
"Kilometro 3 Via Pozo estacion Remache - Via Vereda El Convento",5.073797,-71.26002,"San Luis De Palenque"
"Kilometro 2 Via Pozo estacion Remache - Via Vereda El Convento",5.070256,-71.253109,"San Luis De Palenque"
"Kilometro 1 Via Pozo estacion Remache - Via Vereda El Convento",5.065054,-71.245026,"San Luis De Palenque"
"Kilometro 1 Via El Tigre - Estacion Remache Norte",5.242939,-71.31792,"San Luis De Palenque"
"Kilometro 2 Via El Tigre - Estacion Remache Norte",5.239023,-71.309658,"San Luis De Palenque"
"Kilometro 3 Via El Tigre - Estacion Remache Norte",5.234949,-71.302231,"San Luis De Palenque"
"Kilometro 4 Via El Tigre - Estacion Remache Norte",5.235266,-71.293373,"San Luis De Palenque"
"Kilometro 5 Via El Tigre - Estacion Remache Norte",5.234277,-71.285072,"San Luis De Palenque"
"Kilometro 6 Via El Tigre - Estacion Remache Norte",5.230164,-71.276969,"San Luis De Palenque"
"Kilometro 7 Via El Tigre - Estacion Remache Norte",5.224626,-71.269224,"San Luis De Palenque"
"Kilometro 8 Via El Tigre - Estacion Remache Norte",5.217982,-71.263346,"San Luis De Palenque"
"Kilometro 9 Via El Tigre - Estacion Remache Norte",5.213393,-71.257269,"San Luis De Palenque"
"Kilometro 10 Via El Tigre - Estacion Remache Norte",5.205878,-71.247141,"San Luis De Palenque"
"Kilometro 11 Via El Tigre - Estacion Remache Norte",5.202002,-71.242613,"San Luis De Palenque"
"Kilometro 12 Via El Tigre - Estacion Remache Norte",5.198126,-71.233557,"San Luis De Palenque"
"Kilometro 13 Via El Tigre - Estacion Remache Norte",5.192628,-71.225414,"San Luis De Palenque"
"Kilometro 14 Via El Tigre - Estacion Remache Norte",5.188079,-71.218384,"San Luis De Palenque"
"Kilometro 15 Via El Tigre - Estacion Remache Norte",5.192589,-71.213618,"San Luis De Palenque"
"Kilometro 16 Via El Tigre - Estacion Remache Norte",5.191718,-71.202338,"San Luis De Palenque"
"Kilometro 17 Via El Tigre - Estacion Remache Norte",5.190532,-71.194633,"San Luis De Palenque"
"Kilometro 17 Estacion Remache Norte - Via El Tigre",5.189464,-71.18657,"San Luis De Palenque"
"Kilometro 16 Estacion Remache Norte - Via El Tigre",5.185429,-71.180622,"San Luis De Palenque"
"Kilometro 15 Estacion Remache Norte - Via El Tigre",5.18532,-71.170672,"San Luis De Palenque"
"Kilometro 14 Estacion Remache Norte - Via El Tigre",5.188158,-71.161954,"San Luis De Palenque"
"Kilometro 13 Estacion Remache Norte - Via El Tigre",5.185666,-71.152739,"San Luis De Palenque"
"Kilometro 12 Estacion Remache Norte - Via El Tigre",5.182344,-71.14551,"San Luis De Palenque"
"Kilometro 11 Estacion Remache Norte - Via El Tigre",5.177241,-71.137884,"San Luis De Palenque"
"Kilometro 10 Estacion Remache Norte - Via El Tigre",5.17024,-71.13423,"San Luis De Palenque"
"Kilometro 9 Estacion Remache Norte - Via El Tigre",5.166818,-71.126028,"San Luis De Palenque"
"Kilometro 8 Estacion Remache Norte - Via El Tigre",5.164504,-71.114053,"San Luis De Palenque"
"Kilometro 7 Estacion Remache Norte - Via El Tigre",5.162367,-71.109326,"San Luis De Palenque"
"Kilometro 6 Estacion Remache Norte - Via El Tigre",5.163712,-71.101899,"San Luis De Palenque"
"Kilometro 5 Estacion Remache Norte - Via El Tigre",5.169211,-71.094829,"San Luis De Palenque"
"Kilometro 4 Estacion Remache Norte - Via El Tigre",5.171782,-71.083867,"San Luis De Palenque"
"Kilometro 3 Estacion Remache Norte - Via El Tigre",5.172099,-71.073143,"San Luis De Palenque"
"Kilometro 2 Estacion Remache Norte - Via El Tigre",5.173087,-71.066072,"San Luis De Palenque"
"Kilometro 1 Estacion Remache Norte - Via El Tigre",5.181434,-71.065,"San Luis De Palenque"
"Kilometro 1 Vereda El Convento - Via Estacion Palmarito",5.267126,-71.301782,"Trinidad"
"Kilometro 2 Vereda El Convento - Via Estacion Palmarito",5.274254,-71.301553,"Trinidad"
"Kilometro 3 Vereda El Convento - Via Estacion Palmarito",5.28211,-71.303199,"Trinidad"
"Kilometro 4 Vereda El Convento - Via Estacion Palmarito",5.288804,-71.302262,"Trinidad"
"Kilometro 5 Vereda El Convento - Via Estacion Palmarito",5.295089,-71.293115,"Trinidad"
"Kilometro 6 Vereda El Convento - Via Estacion Palmarito",5.300917,-71.28502,"Trinidad"
"Kilometro 7 Vereda El Convento - Via Estacion Palmarito",5.300417,-71.279361,"Trinidad"
"Via Vereda Los Mandarinos",5.262665,-71.275953,"Trinidad"
"Via Vereda Los Mandarinos",5.272001,-71.274627,"Trinidad"
"Via Vereda Los Mandarinos - Estacion Sirenas",5.278377,-71.277349,"Trinidad"
"Via Vereda Los Mandarinos - Estacion Sirenas",5.288077,-71.27401,"Trinidad"
"Via Estacion Sirenas",5.296274,-71.275862,"Trinidad"
"Via Caño Lorocio",5.30052,-71.276783,"Trinidad"
"Kilometro 1 Caño Lorocio - Estacion Palmarito",5.310356,-71.278612,"Trinidad"
"Kilometro 2 Caño Lorocio - Estacion Palmarito",5.316891,-71.273735,"Trinidad"
"Kilometro 3 Caño Lorocio - Estacion Palmarito",5.322356,-71.270843,"Trinidad"
"Kilometro 4 Caño Lorocio - Estacion Palmarito",5.327433,-71.269631,"Trinidad"
"Kilometro 5 Caño Lorocio - Estacion Palmarito",5.328504,-71.262382,"Trinidad"
"Kilometro 6 Caño Lorocio - Estacion Palmarito",5.328685,-71.254401,"Trinidad"
"Kilometro 7 Caño Lorocio - Estacion Palmarito",5.326409,-71.242031,"Trinidad"
"Kilometro 8 Caño Lorocio - Estacion Palmarito",5.330644,-71.236131,"Trinidad"
"Kilometro 9 Caño Lorocio - Estacion Palmarito",5.334377,-71.236588,"Trinidad"
"Entrada Estacion Chaprrito",5.572918,-71.207923,"Paz De Ariporo"
"Via Pozo Chaparrito",5.566556,-71.209803,"Paz De Ariporo"
"Pozo Estacion chaparrito",5.559245,-71.212235,"Paz De Ariporo"
"Kilometro 1 Via Pozos Garza - Via Trinidad",5.544411,-71.667792,"Trinidad"
"Kilometro 2 Via Pozos Garza - Via Trinidad",5.538546,-71.673672,"Trinidad"
"Kilometro 3 Via Pozos Garza - Via Trinidad",5.529989,-71.676538,"Trinidad"
"Kilometro 4 Via Pozos Garza - Via Trinidad",5.523284,-71.678142,"Trinidad"
"Kilometro 5 Via Pozos Garza - Via Trinidad",5.509896,-71.679275,"Trinidad"
"Kilometro 6 Via Pozos Garza - Via Trinidad",5.504702,-71.681927,"Trinidad"
"Kilometro 7 Via Pozos Garza - Via Trinidad",5.495336,-71.68569,"Trinidad"
"Kilometro 8 Via Pozos Garza - Via Trinidad",5.486907,-71.68321,"Trinidad"
"Kilometro 8 Via Trinidad - Via Pozos Garza",5.479585,-71.68475,"Trinidad"
"Kilometro 7 Via Trinidad - Via Pozos Garza",5.471986,-71.679007,"Trinidad"
"Kilometro 6 Via Trinidad - Via Pozos Garza",5.463151,-71.676773,"Trinidad"
"Kilometro 5 Via Trinidad - Via Pozos Garza",5.456765,-71.672667,"Trinidad"
"Kilometro 4 Via Trinidad - Via Pozos Garza",5.450123,-71.670401,"Trinidad"
"Kilometro 3 Via Trinidad - Via Pozos Garza",5.444929,-71.662616,"Trinidad"
"Kilometro 2 Via Trinidad - Via Pozos Garza",5.439734,-71.654212,"Trinidad"
"Kilometro 1 Via Trinidad - Via Pozos Garza",5.435945,-71.650619,"Trinidad"
"Kilometro 1 Via Campo Alegre - Pozos Garza",5.559171,-71.706233,"Trinidad"
"Kilometro 2 Via Campo Alegre - Pozos Garza",5.558233,-71.70112,"Trinidad"
"Kilometro 3 Via Campo Alegre - Pozos Garza",5.559305,-71.691027,"Trinidad"
"Kilometro 4 Via Campo Alegre - Pozos Garza",5.555755,-71.681876,"Trinidad"
"Kilometro 5 Via Campo Alegre - Pozos Garza",5.552273,-71.671716,"Trinidad"
"Kilometro 6 Via Campo Alegre - Pozos Garza",5.547987,-71.664987,"Trinidad"
"Kilometro 7 Via Campo Alegre - Pozos Garza",5.544839,-71.659067,"Trinidad"
"Kilometro 8 Via Campo Alegre - Pozos Garza",5.543165,-71.648099,"Trinidad"
"Kilometro 9 Via Campo Alegre - Pozos Garza",5.541223,-71.638881,"Trinidad"
"Kilometro 10 Via Campo Alegre - Pozos Garza",5.539281,-71.630605,"Trinidad"
"Kilometro 11 Via Campo Alegre - Pozos Garza",5.534727,-71.624684,"Trinidad"
"Kilometro 11 Pozos Garza - Via Campo Alegre",5.529973,-71.616206,"Trinidad"
"Kilometro 10 Pozos Garza - Via Campo Alegre",5.528633,-71.608536,"Trinidad"
"Kilometro 9 Pozos Garza - Via Campo Alegre",5.527093,-71.601942,"Trinidad"
"Kilometro 8 Pozos Garza - Via Campo Alegre",5.528232,-71.592388,"Trinidad"
"Kilometro 7 Pozos Garza - Via Campo Alegre",5.535598,-71.58862,"Trinidad"
"Kilometro 6 Pozos Garza - Via Campo Alegre",5.542964,-71.588619,"Paz De Ariporo"
"Kilometro 5 Pozos Garza - Via Campo Alegre",5.551269,-71.587139,"Paz De Ariporo"
"Kilometro 4 Pozos Garza - Via Campo Alegre",5.558702,-71.590907,"Paz De Ariporo"
"Kilometro 3 Pozos Garza - Via Campo Alegre",5.568144,-71.590436,"Paz De Ariporo"
"Kilometro 2 Pozos Garza - Via Campo Alegre",5.577252,-71.592993,"Paz De Ariporo"
"Kilometro 1 Pozos Garza - Via Campo Alegre",5.585824,-71.59481,"Paz De Ariporo"
"Entrada Pozo Estacion Caño Garza",5.592253,-71.596963,"Paz De Ariporo"
"Entrada Pozo Estacion Caño Garza",5.59453,-71.588014,"Paz De Ariporo"
"Pozo Caño Garza Este 1",5.589507,-71.583909,"Paz De Ariporo"
"Via Pozo Chacharo",4.435117,-72.946738,"Barranca De Upia"
"Via Pozo Chacharo",4.431897,-72.954722,"Barranca De Upia"
"Via Pozo Chacharo",4.43272,-72.960993,"Barranca De Upia"
"Via Pozo Chacharo",4.423602,-72.967385,"Barranca De Upia"
"Via Pozo Chacharo",4.415985,-72.972608,"Barranca De Upia"
"Via Pozo Chacharo",4.409103,-72.975267,"Barranca De Upia"
"Pozo Chacharo",4.409598,-72.967814,"Barranca De Upia"
"Via Pozo Katamandu",4.397883,-73.013256,"Cabuyaro"
"Pozo Katamandu",4.392126,-73.01229,"Cabuyaro"
"Pozo Garza 4",5.585673,-71.594107,"Paz De Ariporo"
"Kilometro 1 Via Trinidad - Vereda El Convento",5.406161,-71.623479,"Trinidad"
"Kilometro 2 Via Trinidad - Vereda El Convento",5.403117,-71.614741,"Trinidad"
"Kilometro 3 Via Trinidad - Vereda El Convento",5.398062,-71.608418,"Trinidad"
"Kilometro 4 Via Trinidad - Vereda El Convento",5.39178,-71.602798,"Trinidad"
"Kilometro 5 Via Trinidad - Vereda El Convento",5.385473,-71.592914,"Trinidad"
"Kilometro 6 Via Trinidad - Vereda El Convento",5.380787,-71.585002,"Trinidad"
"Kilometro 7 Via Trinidad - Vereda El Convento",5.378725,-71.576991,"Trinidad"
"Kilometro 8 Via Trinidad - Vereda El Convento",5.375706,-71.56755,"Trinidad"
"Kilometro 9 Via Trinidad - Vereda El Convento",5.371461,-71.559835,"Trinidad"
"Kilometro 10 Via Trinidad - Vereda El Convento",5.368025,-71.552243,"Trinidad"
"Kilometro 11 Via Trinidad - Vereda El Convento",5.361326,-71.549408,"Trinidad"
"Kilometro 12 Via Trinidad - Vereda El Convento",5.354061,-71.542236,"Trinidad"
"Kilometro 17 Via Trinidad - Vereda El Convento",5.334649,-71.505835,"Trinidad"
"Kilometro 18 Via Trinidad - Vereda El Convento",5.335177,-71.497565,"Trinidad"
"Kilometro 19 Via Trinidad - Vereda El Convento",5.333826,-71.48932,"Trinidad"
"Kilometro 20 Via Trinidad - Vereda El Convento",5.334035,-71.481013,"Trinidad"
"Kilometro 21 Via Trinidad - Vereda El Convento",5.336882,-71.47092,"Trinidad"
"Kilometro 22 Via Trinidad - Vereda El Convento",5.335532,-71.4653,"Trinidad"
"Kilometro 23 Via Trinidad - Vereda El Convento",5.330575,-71.46111,"Trinidad"
"Kilometro 22 Vereda El Convento - Via Trinidad",5.327532,-71.44987,"Trinidad"
"Kilometro 21 Vereda El Convento - Via Trinidad",5.326059,-71.444053,"Trinidad"
"Kilometro 20 Vereda El Convento - Via Trinidad",5.330428,-71.431432,"Trinidad"
"Kilometro 19 Vereda El Convento - Via Trinidad",5.332072,-71.421154,"Trinidad"
"Kilometro 18 Vereda El Convento - Via Trinidad",5.329544,-71.414696,"Trinidad"
"Kilometro 17 Vereda El Convento - Via Trinidad",5.32336,-71.410851,"Trinidad"
"Kilometro 16 Vereda El Convento - Via Trinidad",5.325078,-71.401928,"Trinidad"
"Kilometro 15 Vereda El Convento - Via Trinidad",5.321543,-71.394065,"Trinidad"
"Kilometro 14 Vereda El Convento - Via Trinidad",5.316954,-71.386275,"Trinidad"
"Kilometro 13 Vereda El Convento - Via Trinidad",5.30942,-71.379251,"Trinidad"
"Kilometro 12 Vereda El Convento - Via Trinidad",5.304119,-71.373335,"Trinidad"
"Kilometro 11 Vereda El Convento - Via Trinidad",5.297344,-71.367666,"Trinidad"
"Kilometro 10 Vereda El Convento - Via Trinidad",5.288803,-71.365349,"Trinidad"
"Kilometro 9 Vereda El Convento - Via Trinidad",5.280311,-71.360289,"Trinidad"
"Kilometro 8 Vereda El Convento - Via Trinidad",5.273684,-71.358139,"Trinidad"
"Kilometro 7 Vereda El Convento - Via Trinidad",5.26335,-71.357978,"Trinidad"
"Kilometro 6 Vereda El Convento - Via Trinidad",5.260748,-71.346812,"Trinidad"
"Kilometro 5 Vereda El Convento - Via Trinidad",5.255913,-71.340059,"Trinidad"
"Kilometro 4 Vereda El Convento - Via Trinidad",5.256036,-71.334882,"Trinidad"
"Kilometro 3 Vereda El Convento - Via Trinidad",5.261743,-71.327807,"Trinidad"
"Kilometro 2 Vereda El Convento - Via Trinidad",5.260773,-71.318133,"Trinidad"
"Kilometro 1 Vereda El Convento - Via Trinidad",5.263154,-71.315188,"Trinidad"
"Pozo Estacion Vireo",5.033007,-71.223944,"San Luis De Palenque"
"Estacion Palmarito",5.337909,-71.236916,"Trinidad"
"Estacion Sardinas",4.98057,-71.5017,"Orocue"
"Estacion Sardinas",4.97837,-71.4995,"Orocue"
"Pozos Morichal 4 y 7",5.265473,-72.282256,"Yopal"
"Pozo Estacion Oropendula",5.026175,-71.37237,"Orocue"
"Pozo Estacion Remache Norte",5.183829,-71.064898,"San Luis De Palenque"
"Via La Esperanza",7.301399,-73.335227,"Lebrija"
"Kilometro 1 San Jose - Siberia",10.962511,-74.1695,"Cienaga"
"Kilometro 2 San Jose - Siberia",10.967594,-74.161653,"Cienaga"
"Kilometro 3 San Jose - Siberia",10.9685,-74.1556,"Cienaga"
"Kilometro 4 San Jose - Siberia",10.972631,-74.150025,"Cienaga"
"Kilometro 5 San Jose - Siberia",10.9797,-74.1448,"Cienaga"
"Kilometro 6 San Jose - Siberia",10.98235,-74.1366,"Cienaga"
"Kilometro 7 San Jose - Siberia",10.9904,-74.1346,"Cienaga"
"Kilometro 8 San Jose - Siberia",10.9931,-74.1275,"Cienaga"
"Kilometro 9 San Jose - Siberia",11.0004,-74.1248,"Cienaga"
"Kilometro 10 San Jose - Siberia",11.006,-74.1157,"Cienaga"
"Kilometro 11 San Jose - Siberia",11.00328,-74.108599,"Cienaga"
"Kilometro 12 San Jose - Siberia",10.9979,-74.1058,"Cienaga"
"Kilometro 12 Siberia - San Jose",11.001918,-74.100066,"Cienaga"
"Kilometro 11 Siberia - San Jose",11.0076,-74.0983,"Cienaga"
"Kilometro 10 Siberia - San Jose",11.010814,-74.096063,"Cienaga"
"Kilometro 9 Siberia - San Jose",11.004723,-74.09015,"Cienaga"
"Kilometro 8 Siberia - San Jose",11.005301,-74.082699,"Cienaga"
"Kilometro 7 Siberia - San Jose",11.004585,-74.073291,"Cienaga"
"Kilometro 6 Siberia - San Jose",11.000159,-74.070822,"Cienaga"
"Kilometro 5 Siberia - San Jose",10.997509,-74.064504,"Cienaga"
"Kilometro 4 Siberia - San Jose",10.992794,-74.057396,"Cienaga"
"Kilometro 3 Siberia - San Jose",10.985568,-74.054127,"Cienaga"
"Kilometro 2 Siberia - San Jose",10.979087,-74.056218,"Cienaga"
"Kilometro 1 Siberia - San Jose",10.973527,-74.059246,"Cienaga"
"Kilometro 1 El Reten - Parate Bien",10.61307,-74.26972,"El Reten"
"Kilometro 2 El Reten - Parate Bien",10.621955,-74.27753,"El Reten"
"Kilometro 3 El Reten - Parate Bien",10.625835,-74.281235,"El Reten"
"Kilometro 4 El Reten - Parate Bien",10.630276,-74.292197,"El Reten"
"Kilometro 5 El Reten - Parate Bien",10.63369,-74.30313,"El Reten"
"Kilometro 6 El Reten - Parate Bien",10.63332,-74.30748,"El Reten"
"Kilometro 7 El Reten - Parate Bien",10.63867,-74.31524,"El Reten"
"Kilometro 8 El Reten - Parate Bien",10.6479,-74.3221,"El Reten"
"Kilometro 6 Parate Bien - El Reten",10.6553,-74.3335,"El Reten"
"Via El Reten - San Jose De Honduras",10.655,-74.3397,"El Reten"
"Via El Reten - San Jose De Honduras",10.648216,-74.349794,"El Reten"
"Via El Reten - San Jose De Honduras",10.648629,-74.358283,"El Reten"
"Via El Reten - San Jose De Honduras",10.649356,-74.366423,"El Reten"
"Via El Reten - San Jose De Honduras",10.649133,-74.376555,"El Reten"
"Via El Reten - San Jose De Honduras",10.65316,-74.381336,"El Reten"
"Via El Reten - San Jose De Honduras",10.657971,-74.387597,"El Reten"
"Kilometro 5 Parate Bien - El Reten",10.65804,-74.343149,"El Reten"
"Kilometro 4 Parate Bien - El Reten",10.663227,-74.349643,"El Reten"
"Kilometro 3 Parate Bien - El Reten",10.66874,-74.356418,"El Reten"
"Kilometro 2 Parate Bien - El Reten",10.669938,-74.362501,"El Reten"
"Kilometro 1 Parate Bien - El Reten",10.668228,-74.371673,"El Reten"
"Via Candelaria - Bohorquez",10.44537,-74.84304,"Campo De La Cruz"
"Via Candelaria - Bohorquez",10.44534,-74.85035,"Campo De La Cruz"
"Via Candelaria - Bohorquez",10.4467,-74.85889,"Candelaria"
"Via Candelaria - Bohorquez",10.44843,-74.86831,"Candelaria"
"Via Candelaria - Bohorquez",10.44941,-74.87687,"Candelaria"
"Via Candelaria - Carreto",10.44896,-74.88517,"Candelaria"
"Via Candelaria - Carreto",10.44578,-74.89318,"Candelaria"
"Via Candelaria - Carreto",10.44433,-74.902445,"Candelaria"
"Via Candelaria - Carreto",10.437895,-74.907235,"Candelaria"
"Via Carreto - Manati",10.44507,-74.916865,"Candelaria"
"Via Carreto - Manati",10.446862,-74.925351,"Candelaria"
"Via Carreto - Manati",10.44905,-74.93587,"Manati"
"Via Carreto - Manati",10.44833,-74.939348,"Manati"
"Via Carreto - Manati",10.44781,-74.9468,"Manati"
"Via Campo De La Cruz - Santa Lucia",10.3759,-74.89657,"Campo De La Cruz"
"Via Campo De La Cruz - Santa Lucia",10.374393,-74.905398,"Campo De La Cruz"
"Via Campo De La Cruz - Santa Lucia",10.37103,-74.91504,"Campo De La Cruz"
"Via Campo De La Cruz - Santa Lucia",10.36815,-74.91929,"Campo De La Cruz"
"Via Campo De La Cruz - Santa Lucia",10.36283,-74.92663,"Campo De La Cruz"
"Via Campo De La Cruz - Santa Lucia",10.35897,-74.93515,"Santa Lucia"
"Via Campo De La Cruz - Santa Lucia",10.35612,-74.94517,"Santa Lucia"
